"building","day","floor","level","mac","name","room","time"
"block-9","Friday","first","-84","24:c9:a1:09:a1:58","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-34","58:b6:33:26:51:48","IIITV1","9114","14:24:23"
"block-9","Friday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9114","14:24:23"
"block-9","Friday","first","-74","6c:aa:b3:48:ad:b8","IIITV2","9114","14:24:23"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-82","24:c9:a1:49:a1:58","IIITV2","9114","14:24:23"
"block-9","Friday","first","-34","58:b6:33:66:51:48","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-64","24:c9:a1:49:9f:08","IIITV2","9114","14:24:23"
"block-9","Friday","first","-64","24:c9:a1:09:9f:08","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-59","2c:c5:d3:63:c2:38","IIITV-Staff","9114","14:24:23"
"block-9","Friday","first","-59","2c:c5:d3:23:c2:38","IIITV1","9114","14:24:23"
"block-9","Friday","first","-84","24:c9:a1:09:a1:58","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-34","58:b6:33:26:51:48","IIITV1","9115","14:24:33"
"block-9","Friday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9115","14:24:33"
"block-9","Friday","first","-74","6c:aa:b3:48:ad:b8","IIITV2","9115","14:24:33"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-82","24:c9:a1:49:a1:58","IIITV2","9115","14:24:33"
"block-9","Friday","first","-34","58:b6:33:66:51:48","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-59","24:c9:a1:49:9f:08","IIITV2","9115","14:24:33"
"block-9","Friday","first","-58","24:c9:a1:09:9f:08","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-51","2c:c5:d3:63:c2:38","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-51","2c:c5:d3:23:c2:38","IIITV1","9115","14:24:33"
"block-9","Friday","first","-76","f0:3e:90:4c:24:78","IIITV-Staff","9115","14:24:33"
"block-9","Friday","first","-76","f0:3e:90:8c:24:78","IIITV2","9115","14:24:33"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9115","14:24:33"
"block-9","Friday","first","-85","24:c9:a1:09:a1:58","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-24","58:b6:33:26:51:48","IIITV1","9116","14:24:40"
"block-9","Friday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9116","14:24:40"
"block-9","Friday","first","-74","6c:aa:b3:48:ad:b8","IIITV2","9116","14:24:33"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9116","14:24:33"
"block-9","Friday","first","-83","24:c9:a1:49:a1:58","IIITV2","9116","14:24:40"
"block-9","Friday","first","-24","58:b6:33:66:51:48","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-57","24:c9:a1:49:9f:08","IIITV2","9116","14:24:40"
"block-9","Friday","first","-54","24:c9:a1:09:9f:08","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-55","2c:c5:d3:63:c2:38","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-55","2c:c5:d3:23:c2:38","IIITV1","9116","14:24:40"
"block-9","Friday","first","-76","f0:3e:90:4c:24:78","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-76","f0:3e:90:8c:24:78","IIITV2","9116","14:24:40"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9116","14:24:40"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9116","14:24:40"
"block-9","Friday","first","-81","58:b6:33:26:56:c8","IIITV1","9116","14:24:40"
"block-9","Friday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-69","2c:c5:d3:23:c2:38","IIITV1","9101","15:23:21"
"block-9","Friday","first","-79","24:c9:a1:09:a1:58","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-78","24:c9:a1:49:a1:58","IIITV2","9101","15:23:21"
"block-9","Friday","first","-71","24:c9:a1:09:9f:08","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-32","f0:3e:90:4c:24:78","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-32","f0:3e:90:0c:24:78","IIITV1","9101","15:23:21"
"block-9","Friday","first","-68","58:b6:33:26:56:c8","IIITV1","9101","15:23:21"
"block-9","Friday","first","-32","f0:3e:90:8c:24:78","IIITV2","9101","15:23:21"
"block-9","Friday","first","-67","58:b6:33:66:56:c8","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-70","24:c9:a1:49:9f:08","IIITV2","9101","15:23:21"
"block-9","Friday","first","-80","58:b6:33:26:51:48","IIITV1","9101","15:23:21"
"block-9","Friday","first","-78","58:b6:33:66:51:48","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-68","f0:3e:90:8c:29:d8","IIITV2","9101","15:23:21"
"block-9","Friday","first","-69","f0:3e:90:0c:29:d8","IIITV1","9101","15:23:21"
"block-9","Friday","first","-69","f0:3e:90:4c:29:d8","IIITV-Staff","9101","15:23:21"
"block-9","Friday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9102","15:23:21"
"block-9","Friday","first","-69","2c:c5:d3:23:c2:38","IIITV1","9102","15:23:21"
"block-9","Friday","first","-67","24:c9:a1:09:a1:58","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-65","24:c9:a1:49:a1:58","IIITV2","9102","15:23:51"
"block-9","Friday","first","-71","24:c9:a1:09:9f:08","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-66","f0:3e:90:4c:24:78","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-65","f0:3e:90:0c:24:78","IIITV1","9102","15:23:51"
"block-9","Friday","first","-52","58:b6:33:26:56:c8","IIITV1","9102","15:23:51"
"block-9","Friday","first","-62","f0:3e:90:8c:24:78","IIITV2","9102","15:23:51"
"block-9","Friday","first","-55","58:b6:33:66:56:c8","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-70","24:c9:a1:49:9f:08","IIITV2","9102","15:23:51"
"block-9","Friday","first","-80","58:b6:33:26:51:48","IIITV1","9102","15:23:51"
"block-9","Friday","first","-78","58:b6:33:66:51:48","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-68","f0:3e:90:8c:29:d8","IIITV2","9102","15:23:21"
"block-9","Friday","first","-69","f0:3e:90:0c:29:d8","IIITV1","9102","15:23:21"
"block-9","Friday","first","-69","f0:3e:90:4c:29:d8","IIITV-Staff","9102","15:23:21"
"block-9","Friday","first","-36","24:c9:a1:07:29:58","IIITV-Staff","9102","15:23:51"
"block-9","Friday","first","-36","24:c9:a1:47:29:58","IIITV2","9102","15:23:51"
"block-9","Friday","first","-67","24:c9:a1:09:a1:58","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-65","24:c9:a1:49:a1:58","IIITV2","9102","15:23:52"
"block-9","Friday","first","-71","24:c9:a1:09:9f:08","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-66","f0:3e:90:4c:24:78","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-65","f0:3e:90:0c:24:78","IIITV1","9102","15:23:52"
"block-9","Friday","first","-52","58:b6:33:26:56:c8","IIITV1","9102","15:23:52"
"block-9","Friday","first","-65","f0:3e:90:8c:24:78","IIITV2","9102","15:23:52"
"block-9","Friday","first","-55","58:b6:33:66:56:c8","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-70","24:c9:a1:49:9f:08","IIITV2","9102","15:23:52"
"block-9","Friday","first","-80","58:b6:33:26:51:48","IIITV1","9102","15:23:52"
"block-9","Friday","first","-78","58:b6:33:66:51:48","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-36","24:c9:a1:07:29:58","IIITV-Staff","9102","15:23:52"
"block-9","Friday","first","-36","24:c9:a1:47:29:58","IIITV2","9102","15:23:52"
"block-9","Friday","first","-44","24:c9:a1:09:a1:58","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-44","24:c9:a1:49:a1:58","IIITV2","9103","15:24:02"
"block-9","Friday","first","-67","24:c9:a1:09:9f:08","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-66","f0:3e:90:4c:24:78","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-65","f0:3e:90:0c:24:78","IIITV1","9103","15:24:02"
"block-9","Friday","first","-68","58:b6:33:26:56:c8","IIITV1","9103","15:24:02"
"block-9","Friday","first","-69","f0:3e:90:8c:24:78","IIITV2","9103","15:24:02"
"block-9","Friday","first","-68","58:b6:33:66:56:c8","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9103","15:24:02"
"block-9","Friday","first","-80","58:b6:33:26:51:48","IIITV1","9103","15:24:02"
"block-9","Friday","first","-78","58:b6:33:66:51:48","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-61","24:c9:a1:07:29:58","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-62","24:c9:a1:47:29:58","IIITV2","9103","15:24:02"
"block-9","Friday","first","-29","24:c9:a1:49:9a:c8","IIITV2","9103","15:24:02"
"block-9","Friday","first","-29","24:c9:a1:09:9a:c8","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-43","f0:3e:90:0c:29:d8","IIITV1","9103","15:24:02"
"block-9","Friday","first","-43","f0:3e:90:4c:29:d8","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-43","f0:3e:90:8c:29:d8","IIITV2","9103","15:24:02"
"block-9","Friday","first","-67","24:c9:a1:47:2f:38","IIITV2","9103","15:24:02"
"block-9","Friday","first","-68","24:c9:a1:07:2f:38","IIITV-Staff","9103","15:24:02"
"block-9","Friday","first","-44","24:c9:a1:09:a1:58","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-44","24:c9:a1:49:a1:58","IIITV2","9105","15:24:41"
"block-9","Friday","first","-67","24:c9:a1:09:9f:08","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-66","f0:3e:90:4c:24:78","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-65","f0:3e:90:0c:24:78","IIITV1","9105","15:24:41"
"block-9","Friday","first","-68","58:b6:33:26:56:c8","IIITV1","9105","15:24:41"
"block-9","Friday","first","-70","f0:3e:90:8c:24:78","IIITV2","9105","15:24:41"
"block-9","Friday","first","-68","58:b6:33:66:56:c8","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9105","15:24:41"
"block-9","Friday","first","-80","58:b6:33:26:51:48","IIITV1","9105","15:24:02"
"block-9","Friday","first","-78","58:b6:33:66:51:48","IIITV-Staff","9105","15:24:02"
"block-9","Friday","first","-61","24:c9:a1:07:29:58","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-62","24:c9:a1:47:29:58","IIITV2","9105","15:24:41"
"block-9","Friday","first","-29","24:c9:a1:49:9a:c8","IIITV2","9105","15:24:41"
"block-9","Friday","first","-29","24:c9:a1:09:9a:c8","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-43","f0:3e:90:0c:29:d8","IIITV1","9105","15:24:41"
"block-9","Friday","first","-43","f0:3e:90:4c:29:d8","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-43","f0:3e:90:8c:29:d8","IIITV2","9105","15:24:41"
"block-9","Friday","first","-50","24:c9:a1:47:2f:38","IIITV2","9105","15:24:41"
"block-9","Friday","first","-50","24:c9:a1:07:2f:38","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-40","6c:aa:b3:08:ad:b8","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-45","6c:aa:b3:48:ad:b8","IIITV2","9105","15:24:41"
"block-9","Friday","first","-60","58:b6:33:26:53:28","IIITV1","9105","15:24:41"
"block-9","Friday","first","-61","58:b6:33:66:53:28","IIITV-Staff","9105","15:24:41"
"block-9","Friday","first","-44","24:c9:a1:09:a1:58","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-44","24:c9:a1:49:a1:58","IIITV2","9106","15:24:51"
"block-9","Friday","first","-67","24:c9:a1:09:9f:08","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-66","f0:3e:90:4c:24:78","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-65","f0:3e:90:0c:24:78","IIITV1","9106","15:24:51"
"block-9","Friday","first","-68","58:b6:33:26:56:c8","IIITV1","9106","15:24:51"
"block-9","Friday","first","-79","f0:3e:90:8c:24:78","IIITV2","9106","15:24:51"
"block-9","Friday","first","-68","58:b6:33:66:56:c8","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9106","15:24:51"
"block-9","Friday","first","-61","24:c9:a1:07:29:58","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-62","24:c9:a1:47:29:58","IIITV2","9106","15:24:51"
"block-9","Friday","first","-29","24:c9:a1:49:9a:c8","IIITV2","9106","15:24:51"
"block-9","Friday","first","-29","24:c9:a1:09:9a:c8","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-43","f0:3e:90:0c:29:d8","IIITV1","9106","15:24:51"
"block-9","Friday","first","-43","f0:3e:90:4c:29:d8","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-43","f0:3e:90:8c:29:d8","IIITV2","9106","15:24:51"
"block-9","Friday","first","-50","24:c9:a1:47:2f:38","IIITV2","9106","15:24:51"
"block-9","Friday","first","-50","24:c9:a1:07:2f:38","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-40","6c:aa:b3:08:ad:b8","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-45","6c:aa:b3:48:ad:b8","IIITV2","9106","15:24:51"
"block-9","Friday","first","-60","58:b6:33:26:53:28","IIITV1","9106","15:24:51"
"block-9","Friday","first","-61","58:b6:33:66:53:28","IIITV-Staff","9106","15:24:51"
"block-9","Friday","first","-75","24:c9:a1:09:a1:58","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-70","24:c9:a1:49:a1:58","IIITV2","9107","15:25:18"
"block-9","Friday","first","-66","24:c9:a1:09:9f:08","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-72","f0:3e:90:0c:24:78","IIITV1","9107","15:25:18"
"block-9","Friday","first","-73","f0:3e:90:8c:24:78","IIITV2","9107","15:25:18"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9107","15:25:18"
"block-9","Friday","first","-58","24:c9:a1:49:9a:c8","IIITV2","9107","15:25:18"
"block-9","Friday","first","-57","24:c9:a1:09:9a:c8","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-72","24:c9:a1:47:2f:38","IIITV2","9107","15:25:18"
"block-9","Friday","first","-75","24:c9:a1:07:2f:38","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-59","6c:aa:b3:08:ad:b8","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-63","6c:aa:b3:48:ad:b8","IIITV2","9107","15:25:18"
"block-9","Friday","first","-73","58:b6:33:66:51:48","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-73","58:b6:33:26:51:48","IIITV1","9107","15:25:18"
"block-9","Friday","first","-80","2c:c5:d3:23:c2:38","IIITV1","9107","15:25:18"
"block-9","Friday","first","-80","2c:c5:d3:63:c2:38","IIITV-Staff","9107","15:25:18"
"block-9","Friday","first","-75","24:c9:a1:09:a1:58","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-74","24:c9:a1:49:a1:58","IIITV2","9108","15:25:29"
"block-9","Friday","first","-66","24:c9:a1:09:9f:08","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-72","f0:3e:90:0c:24:78","IIITV1","9108","15:25:29"
"block-9","Friday","first","-73","f0:3e:90:8c:24:78","IIITV2","9108","15:25:29"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9108","15:25:29"
"block-9","Friday","first","-69","24:c9:a1:49:9a:c8","IIITV2","9108","15:25:29"
"block-9","Friday","first","-69","24:c9:a1:09:9a:c8","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-72","24:c9:a1:47:2f:38","IIITV2","9108","15:25:29"
"block-9","Friday","first","-75","24:c9:a1:07:2f:38","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-61","6c:aa:b3:08:ad:b8","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-68","6c:aa:b3:48:ad:b8","IIITV2","9108","15:25:29"
"block-9","Friday","first","-67","58:b6:33:66:51:48","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-65","58:b6:33:26:51:48","IIITV1","9108","15:25:29"
"block-9","Friday","first","-80","2c:c5:d3:23:c2:38","IIITV1","9108","15:25:29"
"block-9","Friday","first","-80","2c:c5:d3:63:c2:38","IIITV-Staff","9108","15:25:29"
"block-9","Friday","first","-73","24:c9:a1:09:a1:58","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-72","24:c9:a1:49:a1:58","IIITV2","9109","15:25:35"
"block-9","Friday","first","-66","24:c9:a1:09:9f:08","IIITV-Staff","9109","15:25:29"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9109","15:25:29"
"block-9","Friday","first","-72","f0:3e:90:0c:24:78","IIITV1","9109","15:25:29"
"block-9","Friday","first","-73","f0:3e:90:8c:24:78","IIITV2","9109","15:25:29"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9109","15:25:29"
"block-9","Friday","first","-69","24:c9:a1:49:9a:c8","IIITV2","9109","15:25:35"
"block-9","Friday","first","-69","24:c9:a1:09:9a:c8","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-80","24:c9:a1:47:2f:38","IIITV2","9109","15:25:35"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-79","6c:aa:b3:08:ad:b8","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-71","6c:aa:b3:48:ad:b8","IIITV2","9109","15:25:35"
"block-9","Friday","first","-63","58:b6:33:66:51:48","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-63","58:b6:33:26:51:48","IIITV1","9109","15:25:35"
"block-9","Friday","first","-78","2c:c5:d3:23:c2:38","IIITV1","9109","15:25:35"
"block-9","Friday","first","-78","2c:c5:d3:63:c2:38","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-65","f0:3e:90:0c:29:d8","IIITV1","9109","15:25:35"
"block-9","Friday","first","-66","f0:3e:90:8c:29:d8","IIITV2","9109","15:25:35"
"block-9","Friday","first","-67","f0:3e:90:4c:29:d8","IIITV-Staff","9109","15:25:35"
"block-9","Friday","first","-69","24:c9:a1:09:a1:58","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-67","24:c9:a1:49:a1:58","IIITV2","9110","15:25:45"
"block-9","Friday","first","-66","24:c9:a1:09:9f:08","IIITV-Staff","9110","15:25:29"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9110","15:25:29"
"block-9","Friday","first","-72","f0:3e:90:0c:24:78","IIITV1","9110","15:25:29"
"block-9","Friday","first","-73","f0:3e:90:8c:24:78","IIITV2","9110","15:25:29"
"block-9","Friday","first","-66","24:c9:a1:49:9f:08","IIITV2","9110","15:25:29"
"block-9","Friday","first","-69","24:c9:a1:49:9a:c8","IIITV2","9110","15:25:45"
"block-9","Friday","first","-69","24:c9:a1:09:9a:c8","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-80","24:c9:a1:47:2f:38","IIITV2","9110","15:25:45"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-67","6c:aa:b3:08:ad:b8","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-64","6c:aa:b3:48:ad:b8","IIITV2","9110","15:25:45"
"block-9","Friday","first","-67","58:b6:33:66:51:48","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-67","58:b6:33:26:51:48","IIITV1","9110","15:25:45"
"block-9","Friday","first","-68","2c:c5:d3:23:c2:38","IIITV1","9110","15:25:45"
"block-9","Friday","first","-72","2c:c5:d3:63:c2:38","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9110","15:25:45"
"block-9","Friday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9110","15:25:45"
"block-9","Friday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9110","15:25:45"
"block-9","Friday","first","-69","24:c9:a1:09:a1:58","IIITV-Staff","9111","15:25:45"
"block-9","Friday","first","-70","24:c9:a1:49:a1:58","IIITV2","9111","15:26:12"
"block-9","Friday","first","-70","24:c9:a1:49:9f:08","IIITV2","9111","15:26:12"
"block-9","Friday","first","-69","24:c9:a1:49:9a:c8","IIITV2","9111","15:26:12"
"block-9","Friday","first","-74","24:c9:a1:09:9a:c8","IIITV-Staff","9111","15:26:12"
"block-9","Friday","first","-80","24:c9:a1:47:2f:38","IIITV2","9111","15:25:45"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9111","15:25:45"
"block-9","Friday","first","-67","6c:aa:b3:08:ad:b8","IIITV-Staff","9111","15:25:45"
"block-9","Friday","first","-80","6c:aa:b3:48:ad:b8","IIITV2","9111","15:26:12"
"block-9","Friday","first","-39","58:b6:33:66:51:48","IIITV-Staff","9111","15:26:12"
"block-9","Friday","first","-39","58:b6:33:26:51:48","IIITV1","9111","15:26:12"
"block-9","Friday","first","-53","2c:c5:d3:23:c2:38","IIITV1","9111","15:26:12"
"block-9","Friday","first","-53","2c:c5:d3:63:c2:38","IIITV-Staff","9111","15:26:12"
"block-9","Friday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9111","15:25:45"
"block-9","Friday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9111","15:25:45"
"block-9","Friday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9111","15:25:45"
"block-9","Friday","first","-70","24:c9:a1:49:a1:58","IIITV2","9113","15:26:12"
"block-9","Friday","first","-67","24:c9:a1:49:9f:08","IIITV2","9113","15:26:22"
"block-9","Friday","first","-69","24:c9:a1:49:9a:c8","IIITV2","9113","15:26:12"
"block-9","Friday","first","-74","24:c9:a1:09:9a:c8","IIITV-Staff","9113","15:26:12"
"block-9","Friday","first","-80","6c:aa:b3:48:ad:b8","IIITV2","9113","15:26:12"
"block-9","Friday","first","-40","58:b6:33:66:51:48","IIITV-Staff","9113","15:26:22"
"block-9","Friday","first","-39","58:b6:33:26:51:48","IIITV1","9113","15:26:22"
"block-9","Friday","first","-59","2c:c5:d3:23:c2:38","IIITV1","9113","15:26:22"
"block-9","Friday","first","-59","2c:c5:d3:63:c2:38","IIITV-Staff","9113","15:26:22"
"block-9","Friday","first","-65","24:c9:a1:09:9f:08","IIITV-Staff","9113","15:26:22"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9113","15:26:22"
"block-9","Friday","first","-82","58:b6:33:26:56:c8","IIITV1","9113","15:26:22"
"block-9","Friday","first","-59","24:c9:a1:49:9f:08","IIITV2","9114","15:26:32"
"block-9","Friday","first","-36","58:b6:33:66:51:48","IIITV-Staff","9114","15:26:32"
"block-9","Friday","first","-35","58:b6:33:26:51:48","IIITV1","9114","15:26:32"
"block-9","Friday","first","-54","2c:c5:d3:23:c2:38","IIITV1","9114","15:26:32"
"block-9","Friday","first","-54","2c:c5:d3:63:c2:38","IIITV-Staff","9114","15:26:32"
"block-9","Friday","first","-57","24:c9:a1:09:9f:08","IIITV-Staff","9114","15:26:32"
"block-9","Friday","first","-79","58:b6:33:66:56:c8","IIITV-Staff","9114","15:26:32"
"block-9","Friday","first","-81","58:b6:33:26:56:c8","IIITV1","9114","15:26:32"
"block-9","Friday","first","-57","24:c9:a1:49:9f:08","IIITV2","9115","15:26:42"
"block-9","Friday","first","-38","58:b6:33:66:51:48","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-38","58:b6:33:26:51:48","IIITV1","9115","15:26:42"
"block-9","Friday","first","-54","2c:c5:d3:23:c2:38","IIITV1","9115","15:26:42"
"block-9","Friday","first","-54","2c:c5:d3:63:c2:38","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-58","24:c9:a1:09:9f:08","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-79","58:b6:33:66:56:c8","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-84","58:b6:33:26:56:c8","IIITV1","9115","15:26:42"
"block-9","Friday","first","-79","f0:3e:90:8c:24:78","IIITV2","9115","15:26:42"
"block-9","Friday","first","-79","f0:3e:90:4c:24:78","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-80","24:c9:a1:49:a7:28","IIITV2","9115","15:26:42"
"block-9","Friday","first","-80","f0:3e:90:0c:24:78","IIITV1","9115","15:26:42"
"block-9","Friday","first","-81","24:c9:a1:09:a7:28","IIITV-Staff","9115","15:26:42"
"block-9","Friday","first","-59","24:c9:a1:49:9f:08","IIITV2","9116","15:26:50"
"block-9","Friday","first","-34","58:b6:33:66:51:48","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-34","58:b6:33:26:51:48","IIITV1","9116","15:26:50"
"block-9","Friday","first","-56","2c:c5:d3:23:c2:38","IIITV1","9116","15:26:50"
"block-9","Friday","first","-56","2c:c5:d3:63:c2:38","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-62","24:c9:a1:09:9f:08","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-79","58:b6:33:66:56:c8","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-80","58:b6:33:26:56:c8","IIITV1","9116","15:26:50"
"block-9","Friday","first","-77","f0:3e:90:8c:24:78","IIITV2","9116","15:26:50"
"block-9","Friday","first","-76","f0:3e:90:4c:24:78","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-80","24:c9:a1:49:a7:28","IIITV2","9116","15:26:50"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9116","15:26:50"
"block-9","Friday","first","-81","24:c9:a1:09:a7:28","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-82","24:c9:a1:09:a1:58","IIITV-Staff","9116","15:26:50"
"block-9","Friday","first","-79","f0:3e:90:8c:29:d8","IIITV2","9101","16:17:07"
"block-9","Friday","first","-81","f0:3e:90:4c:29:d8","IIITV-Staff","9101","16:17:07"
"block-9","Friday","first","-78","f0:3e:90:0c:29:d8","IIITV1","9101","16:17:07"
"block-9","Friday","first","-71","2c:c5:d3:23:c2:38","IIITV1","9101","16:17:07"
"block-9","Friday","first","-72","2c:c5:d3:63:c2:38","IIITV-Staff","9101","16:17:07"
"block-9","Friday","first","-78","24:c9:a1:47:29:58","IIITV2","9101","16:17:07"
"block-9","Friday","first","-83","24:c9:a1:07:29:58","IIITV-Staff","9101","16:17:07"
